,D,pos,vel,des_vel,normals,dists,controller: [obstacle aware]
78,"[[ 29.68609238  38.83774604   9.1125462 ]
 [ 38.83774604 147.66377538   6.86106889]
 [  9.1125462    6.86106889  38.8923508 ]]",[0.49714581 0.35373485 0.27258387],[ 0.09906063 -0.14777527 -0.01633169],[ 0.01338258 -0.10120466  0.13217133],"[[0.2896621 ]
 [0.9541189 ]
 [0.07584851]]",[1.47056026],
79,"[[ 29.38678147  37.30757006   9.92074203]
 [ 37.30757006 148.59204714   6.68484214]
 [  9.92074203   6.68484214  38.70716181]]",[0.49883507 0.35139812 0.27242208],[ 0.07743676 -0.09537798 -0.00207548],[ 0.02092164 -0.10279367  0.13350654],"[[0.27916817]
 [0.95726228]
 [0.07559146]]",[1.45268371],
80,"[[ 32.17185624  43.0655557    6.68953049]
 [ 43.0655557  145.07982084   5.04619298]
 [  6.68953049   5.04619298  30.0908255 ]]",[0.49930582 0.35087288 0.27243571],[ 0.07956426 -0.0896459   0.00242939],[-0.00080522 -0.12356214  0.1073501 ],"[[0.32131903]
 [0.94547141]
 [0.05327187]]",[1.42964188],
81,"[[ 31.62811727  42.68928984   6.40974486]
 [ 42.68928984 145.29047216   6.06107854]
 [  6.40974486   6.06107854  28.96246796]]",[0.50010886 0.35002877 0.2725167 ],[ 0.09518765 -0.10288975  0.00700764],[-0.00460476 -0.12814942  0.10243578],"[[0.31766334]
 [0.94634674]
 [0.05931143]]",[1.43303784],
82,"[[ 30.79767951  41.62547075   6.88531856]
 [ 41.62547075 145.79562691   7.94631685]
 [  6.88531856   7.94631685  29.47265656]]",[0.50108822 0.3488512  0.27255026],[ 0.10830298 -0.13380731  0.0029365 ],[-0.00473116 -0.12895529  0.10177155],"[[0.30938182]
 [0.94805146]
 [0.0740359 ]]",[1.42398794],
83,"[[ 31.33488908  42.24435914   7.06431452]
 [ 42.24435914 145.32808931   7.89177123]
 [  7.06431452   7.89177123  29.58634935]]",[0.50215448 0.34734112 0.27254095],[ 0.10440376 -0.15457227 -0.00373857],[-0.00438924 -0.12893601  0.1023303 ],"[[0.31476271]
 [0.94625697]
 [0.07431144]]",[1.41300573],
84,"[[ 31.83124069  42.80047137   7.22813587]
 [ 42.80047137 144.8991387    7.83183986]
 [  7.22813587   7.83183986  29.6988466 ]]",[0.50308273 0.34588504 0.27251137],[ 0.08640601 -0.13562608 -0.0034524 ],[-0.0040495  -0.12889771  0.10289455],"[[0.31964164]
 [0.94460461]
 [0.07450744]]",[1.40216179],
85,"[[ 32.15890587  43.07299824   7.38337794]
 [ 43.07299824 144.6847104    7.72446558]
 [  7.38337794   7.72446558  29.68090814]]",[0.5051822  0.34279642 0.27258886],[ 0.08988354 -0.12489092  0.00350027],[-0.00303369 -0.12927244  0.1030831 ],"[[0.32225593]
 [0.94374042]
 [0.07419656]]",[1.40033709],
86,"[[ 35.8248007   46.78197091   8.70251714]
 [ 46.78197091 141.3487858    8.24991414]
 [  8.70251714   8.24991414  29.91414186]]",[0.50744718 0.33951217 0.27247138],[ 0.09698759 -0.14700137 -0.00333527],[-0.00207825 -0.13130545  0.10293682],"[[0.35641976]
 [0.93064411]
 [0.08286437]]",[1.38612695],
87,"[[ 37.49773867  47.76343761   9.6165741 ]
 [ 47.76343761 140.68617719   5.56210194]
 [  9.6165741    5.56210194  33.75456582]]",[0.50899899 0.33708146 0.27235237],[ 0.07391045 -0.11422086 -0.003109  ],[ 0.00816412 -0.11872861  0.12015814],"[[0.36708731]
 [0.92763627]
 [0.06883203]]",[1.38624894],
88,"[[ 39.03085428  48.91650401  10.62009115]
 [ 48.91650401 139.5886964    4.46202999]
 [ 10.62009115   4.46202999  37.52371137]]",[0.51052718 0.33479489 0.27218984],[ 0.08933185 -0.13466535 -0.01157864],[ 0.0141238  -0.10850554  0.13377964],"[[0.37906403]
 [0.92297827]
 [0.06649492]]",[1.3447058],
89,"[[ 37.96758124  48.01185029  10.53806251]
 [ 48.01185029 140.24501742   6.18552445]
 [ 10.53806251   6.18552445  35.75095452]]",[0.51215392 0.33233553 0.27204845],[ 0.09798039 -0.15164551 -0.00970571],[ 0.01073687 -0.11505358  0.12598785],"[[0.3708065 ]
 [0.92546897]
 [0.07752247]]",[1.30215846],
90,"[[ 38.81263684  48.71284642  10.80122956]
 [ 48.71284642 139.54830299   6.0096526 ]
 [ 10.80122956   6.0096526   36.00756526]]",[0.51341733 0.3304481  0.27197564],[ 0.08394349 -0.12442778 -0.00409162],[ 0.01151749 -0.11480786  0.1271893 ],"[[0.37778363]
 [0.92263399]
 [0.07762762]]",[1.28938987],
91,"[[ 37.76949389  48.46603741   8.91571599]
 [ 48.46603741 139.99148454   6.55558159]
 [  8.91571599   6.55558159  30.63473507]]",[0.51428265 0.32925318 0.27202256],[ 0.07634895 -0.10263604  0.00607388],[ 0.00098127 -0.12897182  0.10876352],"[[0.37219181]
 [0.9253167 ]
 [0.07254146]]",[1.29137986],
92,"[[ 40.5548882   50.78040637   9.83915688]
 [ 50.78040637 137.41398824   7.14330547]
 [  9.83915688   7.14330547  30.57521261]]",[0.51486391 0.32849618 0.2720819 ],[ 0.08477906 -0.10887747  0.00920773],[ 0.00079911 -0.13118375  0.10728454],"[[0.39558818]
 [0.91488726]
 [0.0805686 ]]",[1.30218694],
93,"[[ 42.39407286  52.07626646  10.4109322 ]
 [ 52.07626646 135.84648592   7.25322415]
 [ 10.4109322    7.25322415  30.43295395]]",[0.51655968 0.32612336 0.27214134],[ 0.10005027 -0.15310812 -0.00162642],[ 0.00164998 -0.13335776  0.10681769],"[[0.40965228]
 [0.90838753]
 [0.08376822]]",[1.32120558],
94,"[[ 43.29031259  52.70644131  10.63011149]
 [ 52.70644131 135.09312519   7.11195913]
 [ 10.63011149   7.11195913  30.5481519 ]]",[0.51773547 0.32415825 0.27207367],[ 0.09374393 -0.16318781 -0.00887402],[ 0.00210116 -0.13349333  0.1075067 ],"[[0.41646664]
 [0.90526832]
 [0.08393328]]",[1.30818522],
95,"[[ 47.11128891  55.1917742   11.87529082]
 [ 55.1917742  131.63467206   7.48355541]
 [ 11.87529082   7.48355541  30.94295156]]",[0.52044521 0.31971692 0.27196665],[ 0.09050591 -0.13832335 -0.00372452],[ 0.00252711 -0.13534701  0.10812874],"[[0.44517945]
 [0.89063961]
 [0.09260855]]",[1.28371736],
96,"[[ 48.86722373  55.53841776  13.93893119]
 [ 55.53841776 131.47476144   2.4768416 ]
 [ 13.93893119   2.4768416   42.4522872 ]]",[0.52226315 0.31694232 0.27187834],[ 0.09671567 -0.15353719 -0.00758635],[ 0.02657111 -0.10087014  0.15333061],"[[0.4531152 ]
 [0.88850281]
 [0.07245247]]",[1.26266484],
97,"[[ 46.59355297  53.47233516  15.29391137]
 [ 53.47233516 133.88572453   2.78367779]
 [ 15.29391137   2.78367779  47.12466603]]",[0.52316259 0.3154576  0.27184113],[ 0.08449565 -0.14208984 -0.00422527],[ 0.03679144 -0.088851    0.16855319],"[[0.43398921]
 [0.89727562]
 [0.08093105]]",[1.2065423],
98,"[[ 47.83409083  55.67335324  11.82737093]
 [ 55.67335324 131.17356814   6.43686226]
 [ 11.82737093   6.43686226  31.7927553 ]]",[0.52466125 0.31323243 0.27198757],[ 0.07871718 -0.0996694   0.01479342],[ 0.00416485 -0.13244999  0.11333901],"[[0.45021592]
 [0.88875362]
 [0.08615469]]",[1.19462433],
99,"[[ 49.2503685   56.45007331  12.11458889]
 [ 56.45007331 129.98158307   6.41181249]
 [ 12.11458889   6.41181249  31.45715179]]",[0.52528538 0.31251922 0.2721375 ],[ 0.09126304 -0.10012011  0.02542562],[ 0.00435183 -0.13426851  0.11209791],"[[0.45995592]
 [0.88362744]
 [0.08742478]]",[1.21892359],
100,"[[ 50.11634438  56.92276199  12.36259674]
 [ 56.92276199 129.21759252   6.42300977]
 [ 12.36259674   6.42300977  31.53905316]]",[0.52645738 0.31115863 0.27242917],[ 0.10978617 -0.13600324  0.02541095],[ 0.00451563 -0.13468158  0.11236709],"[[0.46601801]
 [0.88030145]
 [0.08886263]]",[1.21260688],
101,"[[ 51.27116347  57.52533736  12.65479295]
 [ 57.52533736 128.22726462   6.33199734]
 [ 12.65479295   6.33199734  31.66128011]]",[0.52780943 0.30908895 0.27258616],[ 0.09430239 -0.16282389  0.00195227],[ 0.00489919 -0.13509084  0.11297348],"[[0.4739165 ]
 [0.87596368]
 [0.08994881]]",[1.20092662],
102,"[[ 51.98184848  57.88095748  12.82398172]
 [ 57.88095748 127.62764992   6.24297437]
 [ 12.82398172   6.24297437  31.74541732]]",[0.5285489  0.30771102 0.27261131],[ 0.08316076 -0.1544852   0.00610568],[ 0.0051992  -0.13529632  0.11344776],"[[0.47869259]
 [0.87331895]
 [0.09037379]]",[1.1924195],
103,"[[ 53.89991209  58.78339012  13.32620871]
 [ 58.78339012 125.95095331   6.31246007]
 [ 13.32620871   6.31246007  31.66273828]]",[0.52953626 0.30588705 0.27270767],[ 0.06880321 -0.12288395  0.00698138],[ 0.00533381 -0.13693401  0.11289951],"[[0.4914705 ]
 [0.86584748]
 [0.09362103]]",[1.19974287],
104,"[[ 55.74146973  59.21554897  15.04899509]
 [ 59.21554897 125.46720357   1.66437621]
 [ 15.04899509   1.66437621  41.99223089]]",[0.53067332 0.30404906 0.27279572],[ 0.08969273 -0.14149214  0.00545131],[ 0.02740596 -0.10641577  0.15432834],"[[0.50071368]
 [0.86226881]
 [0.07601514]]",[1.18600748],
105,"[[ 53.70232872  57.74548936  16.66198062]
 [ 57.74548936 127.5704898    1.72217008]
 [ 16.66198062   1.72217008  47.85157884]]",[0.5316388  0.30246688 0.27276943],[ 0.09676759 -0.16382351 -0.00528645],[ 0.03961059 -0.09152007  0.1741093 ],"[[0.48592483]
 [0.86980347]
 [0.08555109]]",[1.13116623],
106,"[[ 54.63723739  58.40802344  15.54622312]
 [ 58.40802344 126.59828524   2.2374081 ]
 [ 15.54622312   2.2374081   42.52864235]]",[0.53347432 0.29944832 0.27287543],[ 0.08391397 -0.12867101  0.01239364],[ 0.02971376 -0.10613818  0.15597617],"[[0.49240918]
 [0.86652365]
 [0.08166987]]",[1.09563961],
107,"[[ 56.24010413  59.94875616  12.84333041]
 [ 59.94875616 124.65033511   1.94866336]
 [ 12.84333041   1.94866336  35.36927068]]",[0.53418594 0.29853327 0.27307557],[ 0.08015057 -0.09798067  0.02495874],[ 0.0144016  -0.12309955  0.13304349],"[[0.50526193]
 [0.86047503]
 [0.06552174]]",[1.1053962],
108,"[[ 56.2458574   60.15750472  12.45431177]
 [ 60.15750472 124.21723232   3.44856147]
 [ 12.45431177   3.44856147  32.42751003]]",[0.53486589 0.29779066 0.2733207 ],[ 0.08912344 -0.09833151  0.03215107],[ 0.00717426 -0.13270129  0.12111544],"[[0.50678316]
 [0.85900302]
 [0.07269561]]",[1.10431357],
109,"[[ 57.27782687  60.59729774  12.96864682]
 [ 60.59729774 123.18681576   3.9279177 ]
 [ 12.96864682   3.9279177   32.60077895]]",[0.53603591 0.29630426 0.27369074],[ 0.09853531 -0.13276196  0.02835054],[ 0.00666733 -0.13375716  0.12109056],"[[0.51386765]
 [0.85425677]
 [0.07864741]]",[1.10425988],
110,"[[ 58.17628084  60.94805     13.28638578]
 [ 60.94805    122.3662757    4.07699492]
 [ 13.28638578   4.07699492  32.68861115]]",[0.53705483 0.29468294 0.27389496],[ 0.09710185 -0.16578976  0.01226122],[ 0.00665003 -0.13448206  0.1212256 ],"[[0.5196875 ]
 [0.8504631 ]
 [0.08147034]]",[1.1017076],
111,"[[ 59.46101856  61.03880937  15.14974665]
 [ 61.03880937 121.03869234   6.20848503]
 [ 15.14974665   6.20848503  33.03802164]]",[0.53803567 0.2928497  0.27402225],[ 0.08484078 -0.16298651  0.01014325],[ 0.00725959 -0.13842924  0.11849357],"[[0.52756079]
 [0.84310514]
 [0.10417936]]",[1.10366509],
112,"[[ 58.55386676  60.19073302  14.8897787 ]
 [ 60.19073302 122.62771214   5.59550822]
 [ 14.8897787    5.59550822  32.33970484]]",[0.53949012 0.28990166 0.27423186],[ 0.07184762 -0.1350579   0.01308139],[ 0.0123855  -0.1410457   0.11844439],"[[0.51839579]
 [0.84954135]
 [0.09770003]]",[1.12352099],
113,"[[ 66.33445801  63.22792901  16.04685728]
 [ 63.22792901 116.02718887   1.58519214]
 [ 16.04685728   1.58519214  37.85727763]]",[0.54004344 0.2889047  0.27430288],[ 0.08086326 -0.14566248  0.00773381],[ 0.02023306 -0.12306796  0.14029786],"[[0.56744564]
 [0.81899329]
 [0.08517888]]",[1.08437815],
114,"[[ 56.78723683  57.29459695  19.09821917]
 [ 57.29459695 126.29449248   4.1341187 ]
 [ 19.09821917   4.1341187   42.21749291]]",[0.54145547 0.28635477 0.27436272],[ 0.09642952 -0.17637489  0.00297683],[ 0.04379179 -0.11659342  0.15608636],"[[0.49796336]
 [0.86007358]
 [0.11093209]]",[1.07251385],
115,"[[ 57.91085118  57.78554396  19.33078182]
 [ 57.78554396 125.34352029   3.96569905]
 [ 19.33078182   3.96569905  42.26340148]]",[0.54255442 0.28431198 0.27442811],[ 0.08762198 -0.16411767  0.00459152],[ 0.04418547 -0.11735354  0.15669571],"[[0.50545436]
 [0.85557878]
 [0.11180717]]",[1.06057645],
116,"[[ 69.92867482  63.60250683  17.57735465]
 [ 63.60250683 114.09943122  -1.85429235]
 [ 17.57735465  -1.85429235  43.8217071 ]]",[0.54437775 0.28152808 0.27498891],[ 0.08074149 -0.09640906  0.03376651],[ 0.04117988 -0.11001223  0.16854571],"[[0.58497403]
 [0.80751943]
 [0.07561584]]",[1.03468067],
117,"[[ 69.59236617  63.73803883  17.71847362]
 [ 63.73803883 113.81513376  -0.59312082]
 [ 17.71847362  -0.59312082  43.18450495]]",[0.54546302 0.2803141  0.2754333 ],[ 0.10408953 -0.11525029  0.04271302],[ 0.03550495 -0.11359261  0.16511655],"[[0.58516742]
 [0.80648081]
 [0.08466285]]",[1.0169027],
118,"[[ 68.67630496  63.99738381  16.0655785 ]
 [ 63.99738381 113.6212939    2.37957305]
 [ 16.0655785    2.37957305  35.68297851]]",[0.54650751 0.27914506 0.27587039],[ 0.11688267 -0.13605399  0.04861838],[ 0.01445283 -0.13364112  0.13482674],"[[0.58217461]
 [0.80798893]
 [0.0907007 ]]",[1.01253969],
119,"[[ 66.88571016  63.58347538  16.63283905]
 [ 63.58347538 114.36505461   5.1301938 ]
 [ 16.63283905   5.1301938   34.39027983]]",[0.5474082  0.27797713 0.27623934],[ 0.10757846 -0.14172558  0.04467991],[ 0.00736206 -0.13898928  0.12503805],"[[0.57377369]
 [0.81171086]
 [0.10912945]]",[1.00408215],
120,"[[ 63.72182869  62.50559159  15.65467667]
 [ 62.50559159 117.63371767   4.70137175]
 [ 15.65467667   4.70137175  33.77084594]]",[0.54848496 0.27636776 0.27670808],[ 0.08190246 -0.13046814  0.03676857],[ 0.01007019 -0.13937487  0.12528862],"[[0.55315098]
 [0.82712893]
 [0.09940683]]",[1.034527],
121,"[[ 71.97550943  64.35858028  18.3118161 ]
 [ 64.35858028 109.97818808   5.66187027]
 [ 18.3118161    5.66187027  33.84802265]]",[0.54923419 0.27487702 0.27706582],[ 0.05628663 -0.12144823  0.02526881],[ 0.00733548 -0.14509295  0.12066904],"[[0.60226891]
 [0.78878775]
 [0.12282528]]",[1.03555081],
122,"[[ 71.58058651  64.0597716   17.80947569]
 [ 64.0597716  111.40955989   3.33611265]
 [ 17.80947569   3.33611265  35.40205343]]",[0.55020731 0.27262396 0.27735628],[ 0.07171528 -0.1635328   0.013797  ],[ 0.01683136 -0.13973981  0.13217831],"[[0.5973543 ]
 [0.7948524 ]
 [0.10666535]]",[1.04972658],
123,"[[ 75.41295826  65.15394077  20.02666547]
 [ 65.15394077 107.99841191  -1.58129504]
 [ 20.02666547  -1.58129504  49.72430652]]",[0.55053005 0.27190725 0.2774088 ],[ 0.07732802 -0.17507206  0.01230394],[ 0.04531248 -0.10124037  0.18819874],"[[0.62207087]
 [0.77630956]
 [0.10183958]]",[1.01205332],
124,"[[ 74.7337905   64.85920132  19.75021794]
 [ 64.85920132 108.38270491   0.94721314]
 [ 19.75021794   0.94721314  43.60814269]]",[0.55239962 0.26776619 0.27763025],[ 0.07291692 -0.15447743  0.02211588],[ 0.0295736  -0.11887421  0.16223225],"[[0.61785152]
 [0.77839537]
 [0.11117623]]",[0.96236926],
125,"[[ 73.13430489  64.87499411  18.35989186]
 [ 64.87499411 110.00188013  -0.56985486]
 [ 18.35989186  -0.56985486  44.45410926]]",[0.55305019 0.26663238 0.27798512],[ 0.07485876 -0.12091811  0.0442871 ],[ 0.03329795 -0.11385498  0.17041625],"[[0.60831224]
 [0.78825737]
 [0.0927714 ]]",[0.9689847],
126,"[[ 72.85303203  64.44311794  19.03093885]
 [ 64.44311794 110.32261119   1.0991465 ]
 [ 19.03093885   1.0991465   42.06963431]]",[0.55393767 0.26539498 0.27849196],[ 0.08375145 -0.11660668  0.04620249],[ 0.02909827 -0.12334884  0.16016742],"[[0.60601733]
 [0.78847171]
 [0.10514446]]",[0.94719153],
127,"[[ 76.32192245  64.97549133  18.75051367]
 [ 64.97549133 106.76065635   3.8043017 ]
 [ 18.75051367   3.8043017   34.76477839]]",[0.55514258 0.26362556 0.27905547],[ 0.09618094 -0.14619168  0.04306071],[ 0.01192731 -0.14626253  0.12926943],"[[0.62532352]
 [0.77153547]
 [0.11706204]]",[0.93961411],
128,"[[ 76.43232469  64.98615369  18.78283271]
 [ 64.98615369 106.66258983   3.80429028]
 [ 18.78283271   3.80429028  34.7717872 ]]",[0.55524392 0.26347557 0.27910203],[ 0.0970614  -0.14890717  0.04182679],[ 0.01191968 -0.14634907  0.12927915],"[[0.62593412]
 [0.77100321]
 [0.11730532]]",[0.93914591],
129,"[[ 81.46188705  65.45673292  19.93679379]
 [ 65.45673292 101.98175801   3.78621687]
 [ 19.93679379   3.78621687  34.77464939]]",[0.55711836 0.26032681 0.27995077],[ 0.07916114 -0.15055946  0.03660021],[ 0.00918411 -0.14868599  0.12697688],"[[0.65385186]
 [0.74594708]
 [0.12665189]]",[0.93655315],
130,"[[ 80.65228155  65.50088367  19.58350751]
 [ 65.50088367 102.62035054   3.80671115]
 [ 19.58350751   3.80671115  34.62136098]]",[0.55770047 0.25904277 0.28024443],[ 0.06192067 -0.14308121  0.02947289],[ 0.00848048 -0.14779926  0.12633894],"[[0.64973408]
 [0.74993762]
 [0.12425456]]",[0.94734977],
131,"[[ 81.09086459  65.51363325  19.70614622]
 [ 65.51363325 102.23957023   3.77842612]
 [ 19.70614622   3.77842612  34.66455044]]",[0.55799247 0.25833885 0.28037849],[ 0.05856863 -0.1391189   0.02716948],[ 0.00851639 -0.14810768  0.12649688],"[[0.65206673]
 [0.7477751 ]
 [0.12506546]]",[0.94414614],
132,"[[ 77.61125764  65.04361179  18.96483078]
 [ 65.04361179 105.88351851   3.29380294]
 [ 18.96483078   3.29380294  35.02612243]]",[0.55856946 0.2569675  0.28058592],[ 0.06562409 -0.15499184  0.02178352],[ 0.01388049 -0.14644685  0.13128887],"[[0.6317776 ]
 [0.76641005]
 [0.11607193]]",[0.95535924],
133,"[[ 78.74784126  65.13916431  19.20066861]
 [ 65.13916431 104.9067881    3.20458014]
 [ 19.20066861   3.20458014  35.02160512]]",[0.55935926 0.25518083 0.28079957],[ 0.07988935 -0.1809882   0.02229551],[ 0.01383096 -0.14742023  0.13137237],"[[0.63792286]
 [0.76108043]
 [0.11752022]]",[0.94697708],
134,"[[ 79.76322552  65.21114332  19.39873701]
 [ 65.21114332 104.03766828   3.11422673]
 [ 19.39873701   3.11422673  35.00623601]]",[0.56006589 0.2536112  0.28096594],[ 0.08550092 -0.19127368  0.01980841],[ 0.01377164 -0.14829163  0.13141616],"[[0.64336725]
 [0.75630067]
 [0.11869235]]",[0.93979185],
135,"[[ 82.69773492  65.11743019  21.12878269]
 [ 65.11743019 102.03288847   1.08612495]
 [ 21.12878269   1.08612495  39.69771434]]",[0.56075285 0.25208257 0.28113113],[ 0.08351276 -0.18703975  0.01865157],[ 0.02629619 -0.13886247  0.1515004 ],"[[0.65876852]
 [0.74232191]
 [0.12240192]]",[0.92377543],
136,"[[89.58822886 65.27414051 21.85147795]
 [65.27414051 95.28545431  1.85917798]
 [21.85147795  1.85917798 36.84717995]]",[0.56230359 0.24862293 0.28164761],[ 0.06763613 -0.14592328  0.02890866],[ 0.01399785 -0.14909386  0.13649614],"[[0.69576762]
 [0.70563671]
 [0.13410537]]",[0.89515627],
137,"[[89.05898693 65.7950737  21.80644861]
 [65.7950737  95.73183414 -1.40042289]
 [21.80644861 -1.40042289 44.12311982]]",[0.56352167 0.24619466 0.28215495],[ 0.08102046 -0.16080337  0.0271395 ],[ 0.03020972 -0.12887849  0.16937207],"[[0.69485061]
 [0.70869644]
 [0.1221965 ]]",[0.89635041],
138,"[[90.66271745 65.09248744 22.60802763]
 [65.09248744 93.81500231  3.1199236 ]
 [22.60802763  3.1199236  35.91111721]]",[0.56489534 0.24332701 0.28246222],[ 0.0803222  -0.17805182  0.01652402],[ 0.0087542  -0.15512668  0.13082883],"[[0.70195224]
 [0.6972202 ]
 [0.14542019]]",[0.86369048],
139,"[[90.79113521 65.15528049 22.3260571 ]
 [65.15528049 93.78274769  2.87908847]
 [22.3260571   2.87908847 35.72638199]]",[0.56568865 0.24158445 0.28278035],[ 0.07184916 -0.15432534  0.03136205],[ 0.00875234 -0.15487037  0.13069991],"[[0.70243926]
 [0.6973631 ]
 [0.14235096]]",[0.8665579],
140,"[[91.23447026 65.17320749 22.12064405]
 [65.17320749 93.4860161   2.63767268]
 [22.12064405  2.63767268 35.48949175]]",[0.56609921 0.24072739 0.28298447],[ 0.06706797 -0.13990841  0.03188887],[ 0.00863877 -0.15490308  0.13014714],"[[0.70446622]
 [0.69581344]
 [0.13989642]]",[0.87160168],
141,"[[92.44999525 65.05797889 22.23816496]
 [65.05797889 92.50242239  2.40937772]
 [22.23816496  2.40937772 35.37130484]]",[0.56677411 0.23932022 0.28325704],[ 0.06966778 -0.14340875  0.02772695],[ 0.00851451 -0.15575389  0.12982213],"[[0.71039487]
 [0.68971946]
 [0.14009352]]",[0.87096134],
142,"[[94.32101501 64.80478647 22.61191926]
 [64.80478647 90.93510282  2.15239508]
 [22.61191926  2.15239508 35.39038637]]",[0.56779275 0.23696355 0.2835311 ],[ 0.07513666 -0.18108262  0.0184529 ],[ 0.00840109 -0.15722295  0.12996042],"[[0.71959959]
 [0.6796481 ]
 [0.14231967]]",[0.86313175],
143,"[[95.95708007 64.04870428 24.63369952]
 [64.04870428 89.13466657  3.29718092]
 [24.63369952  3.29718092 35.96362262]]",[0.56849881 0.2351504  0.28362976],[ 0.07884613 -0.20415969  0.01362213],[ 0.00721117 -0.16065459  0.12752887],"[[0.72827789]
 [0.66577689]
 [0.16233436]]",[0.85588316],
144,"[[96.94988633 64.34006519 23.32589576]
 [64.34006519 88.75586329  1.58487807]
 [23.32589576  1.58487807 36.01930091]]",[0.56903164 0.23370891 0.28368567],[ 0.07490478 -0.20289813  0.00994021],[ 0.0095364  -0.15754641  0.1322582 ],"[[0.73254293]
 [0.66480922]
 [0.14632005]]",[0.86541767],
145,"[[99.2166685  63.89793989 23.72733258]
 [63.89793989 86.8795872   1.17148425]
 [23.72733258  1.17148425 36.08696336]]",[0.57030623 0.23021779 0.28394531],[ 0.05804369 -0.1559403   0.01294214],[ 0.00948888 -0.15925816  0.13284999],"[[0.743465  ]
 [0.65207343]
 [0.14852622]]",[0.85221904],
146,"[[99.90943356 64.0501515  24.79485419]
 [64.0501515  86.18350781 -2.25486902]
 [24.79485419 -2.25486902 44.39769865]]",[0.57084853 0.22878028 0.28406387],[ 0.060617   -0.16007327  0.01505459],[ 0.02826447 -0.13859625  0.16768793],"[[0.74921037]
 [0.64556153]
 [0.14810177]]",[0.83759912],
147,"[[102.2902027   63.34715749  24.83600761]
 [ 63.34715749  84.3199549   -1.45323471]
 [ 24.83600761  -1.45323471  40.91211482]]",[0.57163899 0.22682688 0.28426236],[ 0.07600343 -0.18655371  0.01781361],[ 0.02014757 -0.14918361  0.15376405],"[[0.75949   ]
 [0.6328296 ]
 [0.15067065]]",[0.8244105],
148,"[[102.32897715  63.75006485  24.36936105]
 [ 63.75006485  84.36461029  -3.67549893]
 [ 24.36936105  -3.67549893  44.9402908 ]]",[0.57253067 0.22468473 0.28447954],[ 0.07854227 -0.1948352   0.01765176],[ 0.03200561 -0.13932795  0.17493017],"[[0.76037144]
 [0.63404516]
 [0.14079067]]",[0.81751505],
149,"[[105.03723007  62.28884535  25.14243627]
 [ 62.28884535  82.0033663    0.31794515]
 [ 25.14243627   0.31794515  36.40038464]]",[0.57344958 0.22252593 0.28477062],[ 0.07392613 -0.17052105  0.02663933],[ 0.00900803 -0.1653406   0.13472599],"[[0.77121029]
 [0.61654176]
 [0.15846434]]",[0.79695403],
