,D,pos,vel,des_vel,normals,dists,controller: [obstacle aware]
80,"[[ 31.66339931  41.93460744  10.69172436]
 [ 41.93460744 143.20945071  16.1903757 ]
 [ 10.69172436  16.1903757   33.64581843]]",[0.50072304 0.35136363 0.29154665],[ 0.11402456 -0.16608101 -0.00290824],[-0.00269332 -0.13364978  0.10338667],"[[0.31826225]
 [0.9365465 ]
 [0.14693468]]",[1.41813341],
81,"[[ 32.35999609  42.71731924  11.02714677]
 [ 42.71731924 142.47740834  16.42145895]
 [ 11.02714677  16.42145895  33.67770758]]",[0.50199432 0.34952153 0.29155036],[ 0.10113124 -0.14475525  0.0025915 ],[-0.00297756 -0.13479908  0.10318562],"[[0.32540071]
 [0.93363898]
 [0.14977527]]",[1.40279165],
82,"[[ 33.62374057  44.17520709  11.03265491]
 [ 44.17520709 141.7842227   14.773642  ]
 [ 11.03265491  14.773642    33.92609076]]",[0.50374102 0.3472128  0.29176631],[ 0.08347688 -0.10812319  0.00788575],[-0.00202542 -0.13233481  0.1076036 ],"[[0.33755162]
 [0.93104119]
 [0.13864058]]",[1.41341421],
83,"[[ 34.4099283   44.98322402  11.55881733]
 [ 44.98322402 140.7624864   15.62245372]
 [ 11.55881733  15.62245372  33.9835852 ]]",[0.50484729 0.34584394 0.29192364],[ 0.09397667 -0.11758543  0.01242427],[-0.003007   -0.13478066  0.10641791],"[[0.34548573]
 [0.92690253]
 [0.14659914]]",[1.39984465],
84,"[[ 36.13245017  46.46331983  12.93123505]
 [ 46.46331983 138.541904    17.54409452]
 [ 12.93123505  17.54409452  34.18705549]]",[0.50661902 0.34337901 0.29207713],[ 0.09355353 -0.13861759  0.00818003],[-0.00375289 -0.13969173  0.10285582],"[[0.36145361]
 [0.91765393]
 [0.16511376]]",[1.37314729],
85,"[[ 37.0907173   47.5100619   12.49323075]
 [ 47.5100619  138.23812502  15.80400624]
 [ 12.49323075  15.80400624  33.40728704]]",[0.50819285 0.34092817 0.29216434],[ 0.07999421 -0.12519067  0.00303443],[-0.00362218 -0.13897552  0.10394601],"[[0.369727  ]
 [0.91679793]
 [0.15094206]]",[1.37980688],
86,"[[ 36.42991661  46.45618889  13.09445885]
 [ 46.45618889 138.88604329  16.32465199]
 [ 13.09445885  16.32465199  34.8830894 ]]",[0.50967265 0.33869008 0.29220319],[ 0.09237614 -0.13830053  0.00015653],[ 0.00068137 -0.13676957  0.10830807],"[[0.36210006]
 [0.91869166]
 [0.15776305]]",[1.36416646],
87,"[[ 37.72500512  47.51210628  13.5050363 ]
 [ 47.51210628 137.9650753   15.76958801]
 [ 13.5050363   15.76958801  34.88925551]]",[0.51060819 0.33728685 0.29219456],[ 0.10354079 -0.156105   -0.00094645],[ 0.00218686 -0.13660255  0.10914254],"[[0.37265665]
 [0.91484157]
 [0.15553753]]",[1.34793746],
88,"[[ 39.10838873  48.69447158  13.77798697]
 [ 48.69447158 136.84933049  15.39346124]
 [ 13.77798697  15.39346124  34.4150444 ]]",[0.51183803 0.33536375 0.29216513],[ 0.09982477 -0.1565397  -0.00067814],[ 0.00221538 -0.13810785  0.10809217],"[[0.384208  ]
 [0.91035648]
 [0.15373776]]",[1.33335647],
89,"[[ 41.35744384  50.82441634  13.83265008]
 [ 50.82441634 134.97600209  14.16154761]
 [ 13.83265008  14.16154761  34.29939194]]",[0.51378931 0.33240408 0.29230329],[ 0.08453361 -0.12426991  0.01050971],[ 0.00057021 -0.13694993  0.10979559],"[[0.40389474]
 [0.90304985]
 [0.1461848 ]]",[1.31421637],
90,"[[ 40.62284796  50.34607117  13.76373132]
 [ 50.34607117 135.30701787  14.91042393]
 [ 13.76373132  14.91042393  34.39271801]]",[0.51447444 0.33141304 0.2923912 ],[ 0.08512565 -0.12437095  0.00990433],[-0.00111153 -0.13787962  0.10902568],"[[0.39887187]
 [0.90447645]
 [0.15107478]]",[1.30652918],
91,"[[ 40.33199045  50.0293933   14.12341716]
 [ 50.0293933  135.22128307  15.9520555 ]
 [ 14.12341716  15.9520555   34.6703798 ]]",[0.51551873 0.32984605 0.29246983],[ 0.09611775 -0.14792261  0.0046967 ],[-0.00160298 -0.13950352  0.10806302],"[[0.39675358]
 [0.90391533]
 [0.15976131]]",[1.29187127],
92,"[[ 40.87018074  50.46352235  14.25078823]
 [ 50.46352235 134.7677988   15.79534865]
 [ 14.25078823  15.79534865  34.67981844]]",[0.51631754 0.32859088 0.29250075],[ 0.09838266 -0.15563274  0.00357343],[-0.00158222 -0.1394886   0.10829802],"[[0.40116506]
 [0.90204556]
 [0.15931227]]",[1.28582536],
93,"[[ 41.16208095  50.37238108  14.77016231]
 [ 50.37238108 134.57358508  16.15906735]
 [ 14.77016231  16.15906735  34.81071274]]",[0.5171602  0.32722241 0.29252556],[ 0.09229679 -0.14922055  0.00465911],[ 0.00070771 -0.14093641  0.10806614],"[[0.40217698]
 [0.90080432]
 [0.16372309]]",[1.28253245],
94,"[[ 44.05278895  52.59577376  15.06856996]
 [ 52.59577376 132.39576635  14.68101823]
 [ 15.06856996  14.68101823  34.44947324]]",[0.51863211 0.32489149 0.29265272],[ 0.0782293  -0.12087445  0.00520486],[ 0.00103615 -0.14048856  0.10924042],"[[0.42475774]
 [0.89189221]
 [0.15527117]]",[1.26931329],
95,"[[ 44.53036218  52.8207832   15.47384081]
 [ 52.8207832  131.89057474  14.9730529 ]
 [ 15.47384081  14.9730529   34.72500558]]",[0.51971394 0.32326305 0.29273839],[ 0.08891785 -0.13566642  0.0047502 ],[ 0.00153861 -0.14112221  0.10961557],"[[0.42824382]
 [0.88952694]
 [0.15921382]]",[1.25769995],
96,"[[ 45.84298374  53.64136702  16.02167933]
 [ 53.64136702 130.65483505  15.01121858]
 [ 16.02167933  15.01121858  35.02434251]]",[0.52188085 0.31972587 0.29273109],[ 0.09569923 -0.16225163 -0.00104959],[ 0.00173996 -0.14183722  0.11052617],"[[0.43821187]
 [0.88408534]
 [0.16236833]]",[1.23503907],
97,"[[ 47.84663106  54.93471214  16.48707416]
 [ 54.93471214 129.21184756  13.60196923]
 [ 16.48707416  13.60196923  36.4678299 ]]",[0.52387454 0.31627697 0.29276152],[ 0.0818182  -0.14232484  0.0036304 ],[ 0.00416934 -0.13712179  0.11821397],"[[0.4529502 ]
 [0.87758827]
 [0.15708258]]",[1.21723039],
98,"[[ 48.44112837  55.25364304  16.898065  ]
 [ 55.25364304 128.52332939  13.89551604]
 [ 16.898065    13.89551604  36.83365498]]",[0.52527452 0.31393063 0.29283085],[ 0.09188565 -0.15086743  0.00572357],[ 0.00403801 -0.13776369  0.1190168 ],"[[0.45753751]
 [0.87441516]
 [0.16142355]]",[1.19952229],
99,"[[ 51.29766224  56.61123605  18.57756028]
 [ 56.61123605 125.16397752  15.69426237]
 [ 18.57756028  15.69426237  36.60174094]]",[0.52728575 0.3106134  0.29294611],[ 0.09208855 -0.15511415  0.00717161],[ 0.00129245 -0.14432387  0.11305779],"[[0.47844717]
 [0.85919528]
 [0.18130578]]",[1.1694871],
100,"[[ 52.5206317   57.12949974  19.08984358]
 [ 57.12949974 124.06645007  15.68695942]
 [ 19.08984358  15.68695942  36.72508047]]",[0.52828056 0.30893859 0.29307053],[ 0.07957587 -0.13258876  0.01220629],[ 0.00175599 -0.14467886  0.11268304],"[[0.48662494]
 [0.85400753]
 [0.18403075]]",[1.15281494],
101,"[[ 52.58152489  57.18807804  18.80907201]
 [ 57.18807804 124.42846609  14.76247248]
 [ 18.80907201  14.76247248  36.93892323]]",[0.52881589 0.30805186 0.29316046],[ 0.07744894 -0.13076536  0.01076752],[ 0.00356584 -0.14189068  0.11531788],"[[0.4864863 ]
 [0.85557302]
 [0.17699121]]",[1.14636979],
102,"[[ 53.64409531  57.57964175  19.20785961]
 [ 57.57964175 123.98521843  13.51282845]
 [ 19.20785961  13.51282845  38.44433962]]",[0.53016946 0.30580859 0.29330553],[ 0.08884628 -0.15140982  0.00409694],[ 0.00785286 -0.13709394  0.12282007],"[[0.49287637]
 [0.85279136]
 [0.17268405]]",[1.13117444],
103,"[[ 55.27925015  58.30680235  19.6949474 ]
 [ 58.30680235 122.49336449  13.4129647 ]
 [ 19.6949474   13.4129647   38.42945485]]",[0.53221516 0.30223002 0.29333832],[ 0.09501559 -0.16824714  0.00210947],[ 0.00765846 -0.13869607  0.12290705],"[[0.50387286]
 [0.84587395]
 [0.17495543]]",[1.10708486],
104,"[[ 55.4406655   58.26182492  19.9890902 ]
 [ 58.26182492 122.2819401   13.72914959]
 [ 19.9890902   13.72914959  38.47657672]]",[0.53336422 0.30017795 0.29338743],[ 0.08728509 -0.15427182  0.00492085],[ 0.00796131 -0.14027633  0.12284282],"[[0.50474861]
 [0.84462167]
 [0.17844628]]",[1.09595125],
105,"[[ 56.54913438  58.76478932  20.28149677]
 [ 58.76478932 120.9913989   14.28929698]
 [ 20.28149677  14.28929698  37.64836897]]",[0.53446498 0.29829885 0.29350397],[ 0.08577657 -0.14453093  0.0112819 ],[ 0.0054209  -0.14429638  0.11860686],"[[0.51245537]
 [0.83900245]
 [0.18293272]]",[1.08335411],
106,"[[ 57.7957054   59.51810706  19.48410095]
 [ 59.51810706 120.44814845  12.88002711]
 [ 19.48410095  12.88002711  36.30491775]]",[0.53575196 0.29613016 0.29364678],[ 0.0926908  -0.1580106   0.00877246],[ 0.00512629 -0.14586707  0.11801269],"[[0.51986006]
 [0.83735186]
 [0.16907803]]",[1.09995975],
107,"[[ 60.12196879  60.13287136  20.75867712]
 [ 60.13287136 118.19703959  13.29392867]
 [ 20.75867712  13.29392867  36.87791017]]",[0.53750295 0.29302507 0.293837  ],[ 0.08454059 -0.1562919   0.01032553],[ 0.00581732 -0.14830567  0.118486  ],"[[0.53452008]
 [0.82591784]
 [0.17929864]]",[1.08212046],
108,"[[ 62.56963904  61.09243343  21.10253774]
 [ 61.09243343 116.27371864  12.02101883]
 [ 21.10253774  12.02101883  37.74894834]]",[0.53871071 0.29077897 0.29403635],[ 0.07179526 -0.13252048  0.01310871],[ 0.00714    -0.14554732  0.12377067],"[[0.54998307]
 [0.81658591]
 [0.17523148]]",[1.0757996],
109,"[[ 62.36753559  60.76074546  21.76061192]
 [ 60.76074546 116.03186024  13.37127065]
 [ 21.76061192  13.37127065  37.44934042]]",[0.53981214 0.28882912 0.29421985],[ 0.07972536 -0.14081398  0.00890593],[ 0.00593307 -0.14994807  0.1198143 ],"[[0.54872406]
 [0.81496889]
 [0.18635347]]",[1.05950638],
110,"[[ 63.90210172  61.20178852  22.08832463]
 [ 61.20178852 114.79035511  12.99027037]
 [ 22.08832463  12.99027037  37.44816976]]",[0.5412268  0.2862376  0.29431593],[ 0.08942258 -0.16821299  0.00212277],[ 0.00633828 -0.15057999  0.12026317],"[[0.55788125]
 [0.80874575]
 [0.18627619]]",[1.04723898],
111,"[[ 64.92252448  61.50742853  22.15579385]
 [ 61.50742853 114.05384636  12.56374518]
 [ 22.15579385  12.56374518  37.31668519]]",[0.54211402 0.28452079 0.2943416 ],[ 0.08979797 -0.17369923  0.00393429],[ 0.00672333 -0.1508621   0.12059631],"[[0.56377899]
 [0.80510864]
 [0.18426427]]",[1.04070791],
112,"[[ 65.1176174   61.41720031  22.43487886]
 [ 61.41720031 114.01351406  12.4812146 ]
 [ 22.43487886  12.4812146   37.6757581 ]]",[0.5431874  0.28243067 0.29439845],[ 0.0805782  -0.15508367  0.00593208],[ 0.00838983 -0.15087867  0.12226573],"[[0.56450299]
 [0.80429458]
 [0.18559796]]",[1.03191013],
113,"[[ 68.74783028  62.56583068  22.7910642 ]
 [ 62.56583068 111.31289432  10.17632809]
 [ 22.7910642   10.17632809  39.31342508]]",[0.54442423 0.28012692 0.29451945],[ 0.08515741 -0.15908055  0.00644684],[ 0.0116663  -0.1450812   0.13199178],"[[0.5862686 ]
 [0.79046218]
 [0.17736594]]",[1.02351757],
114,"[[ 68.92633952  62.44765682  23.14885459]
 [ 62.44765682 110.73450805  11.48271553]
 [ 23.14885459  11.48271553  38.02860908]]",[0.54549935 0.27807359 0.2945876 ],[ 0.08980581 -0.17444453  0.00442255],[ 0.00824044 -0.15137458  0.12474145],"[[0.58734003]
 [0.78776397]
 [0.18563303]]",[1.0075717],
115,"[[ 70.49163112  62.62339714  23.7969176 ]
 [ 62.62339714 109.2333324   11.72672726]
 [ 23.7969176   11.72672726  37.86804725]]",[0.54689842 0.27531634 0.29470974],[ 0.08410788 -0.1665178   0.00872941],[ 0.007636   -0.15417424  0.12304043],"[[0.59629848]
 [0.77969728]
 [0.19105044]]",[0.99278558],
116,"[[ 72.71602663  63.27530892  23.69513257]
 [ 63.27530892 107.59946939  10.2492618 ]
 [ 23.69513257  10.2492618   38.37167534]]",[0.54781352 0.27351655 0.29486697],[ 0.07367984 -0.14362559  0.01608004],[ 0.00868119 -0.15128834  0.12766386],"[[0.6091473 ]
 [0.77149215]
 [0.18368296]]",[0.99158735],
117,"[[ 73.9991091   63.21187028  24.51843814]
 [ 63.21187028 106.23296121  10.96471579]
 [ 24.51843814  10.96471579  38.00013285]]",[0.5496671  0.26992625 0.29523622],[ 0.08092528 -0.16102612  0.0110692 ],[ 0.00751432 -0.15588025  0.12432604],"[[0.61620665]
 [0.76370272]
 [0.19247732]]",[0.97144641],
118,"[[ 76.72294576  63.34516379  25.45923512]
 [ 63.34516379 103.89772346  10.67675775]
 [ 25.45923512  10.67675775  38.23557954]]",[0.55182525 0.2654636  0.2954449 ],[ 0.08429754 -0.17658746  0.00637862],[ 0.00818172 -0.15824172  0.12483647],"[[0.63103802]
 [0.75013301]
 [0.19771567]]",[0.95064734],
119,"[[ 80.46910112  63.88487447  25.69129675]
 [ 63.88487447 101.10186246   8.54649784]
 [ 25.69129675   8.54649784  39.36054024]]",[0.55379254 0.26140403 0.29567929],[ 0.07919164 -0.16253664  0.00929245],[ 0.01095857 -0.15468451  0.13281646],"[[0.6514667 ]
 [0.73430451]
 [0.19075646]]",[0.94115556],
120,"[[81.96644502 63.50290704 26.89533566]
 [63.50290704 99.36883991  9.79529411]
 [26.89533566  9.79529411 38.61568157]]",[0.55572037 0.257294   0.29583532],[ 0.08178119 -0.17878342  0.00573531],[ 0.00829145 -0.16196617  0.12638998],"[[0.65929179]
 [0.72355163]
 [0.20446854]]",[0.91449182],
121,"[[84.90611352 63.83790741 26.89513236]
 [63.83790741 97.28524454  7.678232  ]
 [26.89513236  7.678232   39.91835285]]",[0.55696778 0.25458218 0.29601896],[ 0.07636761 -0.1665104   0.01256691],[ 0.01155028 -0.15720792  0.13522937],"[[0.67498166]
 [0.71114591]
 [0.19665007]]",[0.91089225],
122,"[[85.78862868 63.53662534 27.47149096]
 [63.53662534 96.21792075  8.79362269]
 [27.47149096  8.79362269 38.56833309]]",[0.55825844 0.25185046 0.29629197],[ 0.07754673 -0.16275067  0.01833325],[ 0.00802035 -0.1640888   0.12738668],"[[0.67921147]
 [0.70481937]
 [0.2046984 ]]",[0.89529802],
123,"[[88.0294302  63.25607195 28.23768464]
 [63.25607195 94.30767793  8.54178655]
 [28.23768464  8.54178655 38.68317586]]",[0.55982578 0.24845368 0.2965558 ],[ 0.08226883 -0.18465657  0.0075193 ],[ 0.00818368 -0.1663745   0.12719551],"[[0.69060355]
 [0.6922306 ]
 [0.20948398]]",[0.88249684],
124,"[[88.93366192 63.05010908 28.62319222]
 [63.05010908 93.63616295  8.4286964 ]
 [28.62319222  8.4286964  38.74207205]]",[0.56110959 0.24554554 0.29673096],[ 0.07663982 -0.17535871  0.01116825],[ 0.00898565 -0.16799621  0.12750725],"[[0.69495202]
 [0.68715249]
 [0.2118092 ]]",[0.87287648],
125,"[[92.76468784 63.19332439 28.5052005 ]
 [63.19332439 90.88429091  5.49005396]
 [28.5052005   5.49005396 40.71795586]]",[0.56208604 0.24330441 0.29689314],[ 0.07632453 -0.17493393  0.01289343],[ 0.01361515 -0.16073945  0.14024657],"[[0.71483023]
 [0.66959502]
 [0.20164386]]",[0.87425337],
126,"[[93.67753424 62.67993632 29.32610827]
 [62.67993632 89.73752677  6.72186519]
 [29.32610827  6.72186519 39.46548989]]",[0.56350268 0.240076   0.29709524],[ 0.08116918 -0.18740236  0.00594823],[ 0.00956163 -0.16807808  0.13220977],"[[0.71912754]
 [0.66179043]
 [0.21187026]]",[0.85451853],
127,"[[94.96167121 62.2969288  29.84634666]
 [62.2969288  88.46912091  7.10631275]
 [29.84634666  7.10631275 38.87274259]]",[0.56446693 0.23781425 0.29721367],[ 0.07915972 -0.18665868  0.0129435 ],[ 0.00743671 -0.17197888  0.12819629],"[[0.72534339]
 [0.65327203]
 [0.21705441]]",[0.84454578],
128,"[[98.03569032 62.17029719 29.71630626]
 [62.17029719 86.27816474  4.75870731]
 [29.71630626  4.75870731 40.38428072]]",[0.56572984 0.23479114 0.29744566],[ 0.06867892 -0.16790995  0.01369223],[ 0.01116267 -0.16675579  0.13840198],"[[0.7408007 ]
 [0.63824257]
 [0.20942958]]",[0.84313909],
129,"[[98.52993278 61.68208286 30.31309839]
 [61.68208286 85.53608931  6.12845072]
 [30.31309839  6.12845072 38.78937375]]",[0.56665935 0.23260557 0.29769631],[ 0.07013167 -0.16628597  0.01756101],[ 0.00656282 -0.17433168  0.1288125 ],"[[0.74274481]
 [0.63317385]
 [0.21776367]]",[0.82960998],
130,"[[101.95659071  60.60769492  32.11776838]
 [ 60.60769492  82.31394713   4.44552474]
 [ 32.11776838   4.44552474  42.04946143]]",[0.56747679 0.23065132 0.29789196],[ 0.07609252 -0.18310187  0.01755924],[ 0.0101821  -0.16812203  0.13911565],"[[0.76086513]
 [0.60676246]
 [0.23005124]]",[0.81292199],
131,"[[102.98838723  60.24126171  32.1699215 ]
 [ 60.24126171  81.53863172   4.66652361]
 [ 32.1699215    4.66652361  40.91852783]]",[0.56895637 0.22698385 0.29818839],[ 0.07825236 -0.1952077   0.01730717],[ 0.00817826 -0.1724957   0.13474857],"[[0.76519826]
 [0.6012017 ]
 [0.23027839]]",[0.79728292],
132,"[[104.06259457  59.9472061   31.99206138]
 [ 59.9472061   80.60955469   5.09394452]
 [ 31.99206138   5.09394452  39.31743257]]",[0.56955486 0.22546574 0.29831508],[ 0.07509848 -0.18838497  0.01605359],[ 0.00438079 -0.17718842  0.12788594],"[[0.76967439]
 [0.59588146]
 [0.22918685]]",[0.79295077],
133,"[[104.89666376  59.49690854  32.48902724]
 [ 59.49690854  79.96300749   4.90876517]
 [ 32.48902724   4.90876517  39.61370709]]",[0.57063406 0.2227575  0.29859162],[ 0.07049339 -0.17666462  0.01409723],[ 0.00518042 -0.17876522  0.12896965],"[[0.7736057 ]
 [0.58935172]
 [0.23280629]]",[0.782016],
134,"[[106.24876877  58.96262122  32.82825167]
 [ 58.96262122  78.80442238   4.73062725]
 [ 32.82825167   4.73062725  39.45044655]]",[0.57122514 0.22128203 0.29872733],[ 0.07375211 -0.18574469  0.0181105 ],[ 0.00421194 -0.18072824  0.12785026],"[[0.77990258]
 [0.58004997]
 [0.23514677]]",[0.77806918],
135,"[[108.9308348   58.02321532  33.12525787]
 [ 58.02321532  76.56276533   4.08364895]
 [ 33.12525787   4.08364895  39.12952829]]",[0.57207401 0.21910841 0.29889412],[ 0.07531681 -0.19646941  0.01321419],[ 0.00223224 -0.18266768  0.12634388],"[[0.79232242]
 [0.56254781]
 [0.23614645]]",[0.77810702],
136,"[[109.000129    58.47135003  31.97196127]
 [ 58.47135003  77.15520039   3.40773934]
 [ 31.97196127   3.40773934  38.41617841]]",[0.57322138 0.2160045  0.2990747 ],[ 0.07474328 -0.20613997  0.01304551],[ 0.00416251 -0.18330803  0.12867264],"[[0.79184587]
 [0.56810006]
 [0.22414826]]",[0.78275375],
137,"[[111.40670927  57.31150523  32.6659219 ]
 [ 57.31150523  75.1136758    2.98278582]
 [ 32.6659219    2.98278582  38.40053613]]",[0.57423799 0.21311736 0.29928182],[ 0.06450123 -0.18328857  0.01619653],[ 0.00282985 -0.18623273  0.12764576],"[[0.80297138]
 [0.55018474]
 [0.22920236]]",[0.78086273],
138,"[[113.1636257   56.43015983  33.08599367]
 [ 56.43015983  73.66192232   2.60012244]
 [ 33.08599367   2.60012244  38.35859371]]",[0.5750489  0.21079239 0.29946386],[ 0.0636217 -0.1811408  0.0152508],[ 0.00187135 -0.18820222  0.12700408],"[[0.81099816]
 [0.53705344]
 [0.23206806]]",[0.77783771],
139,"[[114.11040674  55.3834478   34.2698164 ]
 [ 55.3834478   72.77257881   2.81572743]
 [ 34.2698164    2.81572743  38.68164804]]",[0.57598692 0.20818779 0.29964594],[ 0.06838815 -0.19161021  0.00911749],[ 0.00174041 -0.19174024  0.12549288],"[[0.81543939]
 [0.52557759]
 [0.24254238]]",[0.76853342],
140,"[[116.50045357  54.24975559  34.31270444]
 [ 54.24975559  71.09117622   2.07940868]
 [ 34.31270444   2.07940868  38.19084846]]",[0.57690008 0.20563421 0.29977522],[ 0.07041415 -0.19698911  0.00982396],[ 0.0008106  -0.19388313  0.12408284],"[[0.82588411]
 [0.50957669]
 [0.24134423]]",[0.76988035],
141,"[[118.34961784  53.34562065  34.26488864]
 [ 53.34562065  69.80636814   1.44910216]
 [ 34.26488864   1.44910216  37.82780547]]",[0.57777715 0.20312588 0.29989144],[ 0.06621381 -0.18951991  0.01061563],[ 8.17078100e-05 -1.95487779e-01  1.23427781e-01],"[[0.83391763]
 [0.49707854]
 [0.2397797 ]]",[0.76847966],
142,"[[119.84775405  53.497727    33.89857515]
 [ 53.497727    68.94969479  -3.81413127]
 [ 33.89857515  -3.81413127  44.89587952]]",[0.57870334 0.20045661 0.29999677],[ 0.06597659 -0.18903833  0.00667218],[ 0.01920504 -0.17509024  0.16128763],"[[0.84285193]
 [0.48550379]
 [0.23213508]]",[0.76537042],
143,"[[120.15971544  52.92380129  34.75253584]
 [ 52.92380129  68.40077687  -3.90539206]
 [ 34.75253584  -3.90539206  45.82211629]]",[0.57982904 0.19716021 0.30003713],[ 0.06947147 -0.2083337   0.00067732],[ 0.01950799 -0.17604865  0.1636983 ],"[[0.84480158]
 [0.47783957]
 [0.2407896 ]]",[0.74425826],
144,"[[121.5237237   51.66753957  35.03317211]
 [ 51.66753957  67.27904717  -2.24552038]
 [ 35.03317211  -2.24552038  42.11490581]]",[0.5808314  0.19415918 0.30007731],[ 0.07225537 -0.21292457  0.00496383],[ 0.00841909 -0.18737832  0.1457791 ],"[[0.84971271]
 [0.46759152]
 [0.24361134]]",[0.7334931],
145,"[[124.13008959  50.63319752  34.28982595]
 [ 50.63319752  65.2235349   -4.01099643]
 [ 34.28982595  -4.01099643  42.65775388]]",[0.58199232 0.19094458 0.30032804],[ 0.07203298 -0.19153467  0.02040287],[ 0.00884193 -0.18486687  0.15146476],"[[0.8611701 ]
 [0.45007089]
 [0.23626734]]",[0.73647908],
146,"[[125.83504111  48.96225677  34.86876614]
 [ 48.96225677  63.77998918  -3.2758216 ]
 [ 34.86876614  -3.2758216   40.71619419]]",[0.58316859 0.1878547  0.30071863],[ 0.07350964 -0.1959426   0.02384602],[ 0.00163047 -0.19259411  0.14069957],"[[0.86809198]
 [0.43350102]
 [0.24185365]]",[0.7302246],
147,"[[128.3984863   45.92092608  36.90542621]
 [ 45.92092608  61.141967    -5.06514968]
 [ 36.90542621  -5.06514968  43.49791201]]",[0.58442984 0.18439027 0.30111912],[ 0.07300748 -0.20617746  0.02245879],[ 0.00227249 -0.18955694  0.14619131],"[[0.88037888]
 [0.39554015]
 [0.26168877]]",[0.72046409],
148,"[[129.69146411  44.52217227  36.70648623]
 [ 44.52217227  60.44808388  -2.65498591]
 [ 36.70648623  -2.65498591  38.58672503]]",[0.58543945 0.18128309 0.30139322],[ 0.06332019 -0.20456734  0.01510879],[-0.00972856 -0.20430314  0.1232535 ],"[[0.88430747]
 [0.38858157]
 [0.2588526 ]]",[0.71160854],
149,"[[130.79032499  43.59787191  36.54971505]
 [ 43.59787191  59.75414126  -2.65839589]
 [ 36.54971505  -2.65839589  37.6972018 ]]",[0.58598306 0.179465   0.30152395],[ 0.05926222 -0.19902478  0.0147215 ],[-0.01203616 -0.20686294  0.11920024],"[[0.88862707]
 [0.37964876]
 [0.25731062]]",[0.71087912],
